reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
cd285964-99c8-44f1-b8f1-9b6e378102c3,siapsaji,https://play-lh.googleusercontent.com/a-/AFdZucp6RyF4gLQDIyX2FZjibc9OqfkhFXsKiRasqjXP,"biar bintang yg bicara. sekedar masukan Lemot, disuruh daftar, sudah terdaftar Ketika login balasannya belum terdaftar. Berulang"" seperti itu. jadi capek dech... Perbaiki nanti saya kasih bintang 6",4,3,4.1.0,2022-02-15 04:59:58,"""Halo User,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami sedang melalukan perbaikan secara menyeluruh untuk permasalahan ini, sebagai alternatif pengecekan/penggunaan dapat melalui website pedulilindungi.id.
Mohon ditunggu update dari kami.

Terima kasih

Stay Healthy""",2021-07-13 18:25:47
ac49aa50-a55c-4bb6-aa77-361c0d6f4100,yuli nuryanto,https://play-lh.googleusercontent.com/a-/AFdZucrctQoq7gp1wBPAZe9Llvi_wrBSxBrLLX_Gje9P,Sangat sangat dipersulit Acun sendiri ngecek sertivikat saja susah saya vaksin dua kali muncul hanya sekali sangat sangat gak smart aplikasi ini .dalam arti menyusahkan saya diakali vaksin muncul satu kali .sangat buruk sekali sistim ini.,1,0,4.0.9,2022-02-09 04:29:20,"Halo,

Mohon maaf atas ketidaknyamanannya.
Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda.

Terima kasih.

Stay healthy",2022-02-09 05:17:52
a3384b55-836f-4461-9e04-bf52196fc25c,Mira Darwanti,https://play-lh.googleusercontent.com/a/AItbvmmVVDvpXW1EjC5ieSBDK8Lvjk7Vfk1KwoYPf7Ql=mo,"Cek antigen kita yang sudah negatif dan terdaftar di nik, tidak masuk di peduli lindungi. Yang terbaca hanya hasil pcr positif. Mohon di upgrade untuk antigen juga. Sehingga terupdate dengan data yang baru",3,0,4.1.1,2022-03-08 09:26:28,"Halo Mira,

Mohon maaf atas ketidaknyamanan Anda.
Jika Anda sudah melakukan swab Antigen/PCR ulang setelah 10 hari dari hari pertama terdeteksi positif namun status warna Anda belum berubah, hubungi Call Center 119 ext. 9 atau email sertifikat@pedulilindungi.id

Terima kasih",2022-03-08 13:51:46
7a661437-d807-4d68-8bd5-5bcafc2aec54,sufen lie,https://play-lh.googleusercontent.com/a/AItbvmlfzUDKW47tsAe8ak8Uh3tMR2BCVgP1RUDLXtjb=mo,"Gak ngerti harus gimana lagi, uda install ulang. Tetap aja sertifikat gak muncul... Kenapa APP, di update sertifikat menghilang... Apakah ini APP ad jin nyaa😔. Tolong yaaa saya sudah vaksin dari bulan Juni tahun lalu. Now mau booster",1,1,4.0.91,2022-02-08 11:08:16,"Halo Sufen,

Mohon maaf atas ketidaknyamanannya.
Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda.

Terima kasih.

Stay healthy",2022-02-09 04:23:01
0558c033-a32b-454e-97c3-f7b7f91b3e92,Regidya Anggriani,https://play-lh.googleusercontent.com/a-/AFdZucoHciPwZh8Se77O7nHAnIr0sdgzwwAriSGfE-tY3Q,Hai admin. Kenapa dari tgl 12 april kemren tidak bisa download data yg lain? Padahal gk semua org punya HP canggih seperti android. Ini data org lagi banyak sama saya yg mau saya download. Tp di coba selalu gagal. Dengan keterangan 'jenis vaksin tidak valid' padahal data sudah sesuai dgn surat keterangan sudah vaksin. Mohon info dan solusinya? Mohon kembalikan sistem yg seperti dulu,1,2,4.4.1,2022-04-14 02:50:57,"Halo,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kemkes.go.id

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy",2022-04-14 04:40:59
8a4c59ac-8526-4faf-ad06-a9ecc34a73c1,its tamtam,https://play-lh.googleusercontent.com/a-/AFdZucq2clYOr7DnRO6N34N95wUdwSASn2JpQrW8lGKCeA,"sertifikat vaksin booster saya gak keluar, udah coba berkali-kali, selalu salah di tanggal vaksin,padhal jelas ditanggal tersebut saya vaksin, dan untuk tanggal tahun bulan kelahiran terlalu ribet nyari tanggalnya,yg lahir tahun 1989 harus klik klik mundur terus kebelakang,kalo mau check in juga kdg error mulu.. aplikasi bobrok,tolong diperbaiki dong!!",1,14,4.3.0,2022-04-01 23:17:41,"Halo Kakak,
Mohon maaf atas ketidaknyamanannya.
Pengecekan sertifikat dapat melalui https://www.pedulilindungi.id/, login dan pilih menu 'Cek Sertifikat di sini' (paling atas) atau hubungi layanan Whatsapp resmi vaksinasi covid-19 Kemenkes di nomor telepon +6281110500567.
Jika terkendala hubungi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id",2022-04-02 04:41:30
24440c43-62aa-450f-a028-420dc76a2265,musafa andres,https://play-lh.googleusercontent.com/a-/AFdZucq9T2rtaPE6SRpj4Rlpt2cZqsVBgUvQ5XYprdifmQ,Aplikasi pedulilindungi saat iini sering gangguan ada bugs nya dan sering force close... Apalagi aplikasi ini sudah wajib di miliki setiap android dan kemana pun kita pergi pasti yang ditanyakan aplikasi peduliLindungi. jadi Tolong developer segera di perbaiki aplikasi bagus ini. Trims,5,5,4.2.0,2022-03-21 15:58:32,"Halo,

Terima kasih atas dukungan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy",2022-03-21 17:14:25
330ba9a5-7e37-4a53-be04-8bd9e2e745d1,Aris Pratama,https://play-lh.googleusercontent.com/a-/AFdZucryTnxkcF7mPTb83BhuC8rAdrwgvqZAivaGm69b,"t*ik...dulu udah ada sertifikat vaksin, sekarang malah hilang. di minta update aplikasi, nggak ada pilihan update. gue instal ulang, masih nggak muncul juga sertifikatnya. awas ya kalau sampe gua kena razia gara2 ni aplikasi nggak munculin lagi sertifikat gua, bakal gua gugat kemenkes. gua nggak mau lapor lapor kesana kemari buat munculin tuh sertifikat, pokoknya kemenkes musti munculin otomatis sertifikat gua di aplikasi ini tanpa lapor atau syarat apapun. titik",1,2,4.0.91,2022-02-09 08:12:42,"Halo Aris,

Mohon maaf atas ketidaknyamanannya.
Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda.

Terima kasih.

Stay healthy",2022-02-09 12:25:58
3fa7e577-7a48-43ec-8df6-ced6abe8a78c,Nur Ismatul,https://play-lh.googleusercontent.com/a/AItbvmmZ0hwtiEJ8-stz_vC1H-SiOsO81oBnK-Qu6vBM=mo,Kenapa aplikasinya sekarang jd aneh ya? Kenapa buat hp oppo a37 skrng jadi tidak support. Di play store mau di download aplikasinya malah tidak ada. Padahal dulu baik2 aja. Mohon bisa support untuk semua type hp. Karena sekarang apa2 persyaratannya pake peduli lindungi. Terima kasih.,1,68,4.1.1,2022-02-25 23:18:38,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy

",2022-02-26 10:13:28
70569d85-5b67-40f4-893c-5c40bcf1eb77,Galih Prasasti,https://play-lh.googleusercontent.com/a-/AFdZucoKA1sWaFdP4e3p0Olu6DHPQxSe-75_-KdT0u4iCQ,Tgl 8 kmarin saya swab PCR dan hasilnya positif. Tp d aplikasi peduli lindungi kok beda tanggal. Jd tgl 9. Apakah bisa dibantu ubah? Soalnya mempengaruhi tgl slesei isomannya. Harusnya sudah boleh masuk ke tempat publik. Takutnya masih tidak bisa. Thanks,3,3,4.1.0,2022-02-16 09:12:29,"Halo Galih,

Mohon maaf atas ketidaknyamanannya.
Jika hasil tes COVID-19 yang muncul di aplikasi tidak sesuai dengan hasil tes terakhir, harap datangi faskes tempat Anda melakukan tes untuk memastikan data yang dimasukkan sudah sesuai. Jika terdapat perbedaan data, Anda dapat meminta faskes untuk melakukan perubahan di sistem NAR.

Terima kasih",2022-02-17 12:40:00
5355e9f8-6af9-482f-b3c2-858d47ee51d4,Luqman H. Prasetyo,https://play-lh.googleusercontent.com/a-/AFdZucr4CRryDTuVgsVfs1EWXKx5pilIrk0xhM5bNKkh6A,"Setelah diupdate tadi pagi, 08.02.2022 kok sertifikat dos 1 dan dos 2 saya hilang? Kok tidak muncul? Kok malah muncul tiket vaksinasi? Kok saya dianggap belum vaksinasi. Saya udah clear cache, sudah re-install tapi belum juga bisa. Mohon segera diperbaiki. Suwun",1,9,4.0.91,2022-02-08 03:58:49,"Halo,

Mohon maaf atas ketidaknyamanannya.
Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda.

Terima kasih.

Stay healthy",2022-02-08 07:45:23
8a3cd8f0-6479-4e78-bae0-d82d1611aff6,Hermawan 09,https://play-lh.googleusercontent.com/a-/AFdZucpqnz5--qajRxt-MVnYt124M2uG9eO7gbjD1a2N,"sorry bintang 1 soalnya aplikasi ini gk konsisten,,, masa mau lihat sertifikat aja lamanya minta ampun, klo bisa d permudah agar kita yg lg mmbutuhkan sertifikat tidak lama menunggu,,, dan informasikan di saat aplikasi sedang dalam perbaikan,,",1,4,4.2.0,2022-03-23 09:48:55,"Halo,
Mohon maaf atas ketidaknyamanannya.
Pengecekan sertifikat dapat melalui https://www.pedulilindungi.id/, login dan pilih menu 'Cek Sertifikat di sini' (paling atas) atau hubungi layanan Whatsapp resmi vaksinasi covid-19 Kemenkes di nomor telepon +6281110500567.
Jika terkendala hubungi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id.",2022-03-23 12:14:43
17b07d69-df50-4e74-8051-b75ae0832fb5,purnomo sari,https://play-lh.googleusercontent.com/a-/AFdZucpoGLOmfniUz0FH6yqUBKPZ7GyUXTpu-g1sOrIwtw,"menurut saya penggunaan aplikasi ini sangat menjengkelkan,karna disaat membutuhkan data sertifikat ternyata tidak disimpan,dan jika ingin mengklaim harus mengisi tgl berapa kita vaksin,dan bahkan saya sudah tidak menyimpan data itu,saya kira semuanya tersimpan di cloud dan saya tidak khawatir,ternyata dugaan saya salah,dan mungkin solusi terakhir yang ditawarkan adalh menelpon call center,,, ahgg,, sungguh menyebalkan aplikasi ini !!!.",1,159,4.1.0,2022-02-11 16:02:56,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy
",2022-02-12 02:06:18
9f28b80d-71f2-4f05-9cff-df546b232c85,Sarah Pricilia,https://play-lh.googleusercontent.com/a-/AFdZucrFDiDWi88_59AB8mI67mYhMpxqisftSFprCquP2A,"SANGAT AMAT BURUK, MOHON DIPERBAIKI LAGI!!! Masa saya sudah melakukan vaksin 2 kali tetapi tidak tercantum sertifikat vaksin nya, kalo bukanya dari aplikasi tidak muncul sertifikatnya tapi kalo buka dari browser muncul sertifikatnya, aplikasi nya sering error, mana saat ingin naik pesawat pasti di bandara diminta aplikasi peduli lindunginya, TOLONG DIBACA DAN DIPERBAIKI SEGERA",1,243,4.0.91,2022-02-07 14:01:44,"Halo,

Mohon maaf atas ketidaknyamanannya.
Saat ini kami telah melakukan update terhadap performansi aplikasi. Dimohon untuk melakukan install ulang aplikasi PeduliLindungi agar performansi berjalan lebih baik.
Kami terus berupaya untuk memperbaiki performansi aplikasi ini agar lebih mudah digunakan.

Stay healthy",2022-02-08 02:42:40
cea4c890-f99b-4606-aa63-46d6c65e9b3e,Jhoni Master Sipayung,https://play-lh.googleusercontent.com/a/AItbvmnwR4zEdeOXJhFHU2VN2QCnZJL7eZPTcR05Af2B=mo,"Saya tes antigen dan dinyatakan positif. Lalu 9 hari kemudian saya tes lg dan hasilnya negatif, tetapi di aplikasi cuma minta unggah data si jejak saja. Saya sudah ikuti petunjuk unggah data si jejak, tp tetap kembali ke tampilan unggah data terus. Shg saya tidak bisa cek apakah hasil tes terbaru sudah diupdate di aplikasi atau belum. Padahal pihak klinik sudah berikan foto bahwa mereka sudah input data ke peduli lindungi. Tolong diperbaiki. Aktifitas terganggu tidak bisa kembali normal.",1,85,4.1.1,2022-02-26 10:32:40,"Halo,

Mohon maaf atas ketidaknyamanan Anda.
Jika Anda sudah melakukan swab Antigen/PCR ulang setelah 10 hari dari hari pertama terdeteksi positif namun status warna Anda belum berubah, hubungi Call Center 119 ext. 9 atau email sertifikat@pedulilindungi.id

Terima kasih",2022-02-27 09:08:04
15f78e7a-b23b-478b-9ea3-c015cb6935d7,Novie Suryani,https://play-lh.googleusercontent.com/a/AItbvmlj0R_59rFuZQSZWIdfqprK2iVmhxYQcY4d0fO7=mo,"Sangat sangat membuat emosi.. Ketika akan melengkapi profil,selalu saja harus menyamakan nama KTP dan nik. Padahal nama sudah jelas sama dan nik juga sudah benar. Tolong di benahi lagi aplikasi yg ruwet ini.",1,2,4.3.0,2022-04-05 13:47:21,"Halo Ka,

Mohon maaf atas ketidaknyamanannya.
Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Vaksin COVID-19' lalu ketuk 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda.",2022-04-05 21:42:30
7fa7eaff-976e-4de9-a83c-39f582990d87,iifia susanti,https://play-lh.googleusercontent.com/a/AItbvmntlTQN3d2FNSZ05sg36ok7OWaZfP0uH2gkCFZW=mo,"Diupgrade malah semakin susah sertifikat ketiga saya saja belum keluar padahal sudah vaksin satu bulanan, kecewa sh, minta tlng dgn sangat dipercepat lg diperbaiki biar sertifikat ketiga saya cepat muncul. Terimakasih",1,2,4.3.0,2022-04-03 01:59:52,"Halo,
Pastikan Anda sudah melakukan registrasi dan melengkapi profil. Sertifikat vaksin dapat di cek pada menu 'Vaksin COVID-19' lalu ketuk 'Sertifikat Vaksin' dan lakukan klaim sertifikat. Jika terkendala silakan email ke sertifikat@pedulilindungi.id atau hubungi layanan Whatsapp resmi vaksinasi covid-19 Kemenkes di nomor telepon +6281110500567",2022-04-03 03:08:30
5f1239cf-823f-45f7-9535-4a1d02855d0c,talino rusak,https://play-lh.googleusercontent.com/a/AItbvmno8wM7QBf8gcsMJQIGDmW6MiCR949hZ85UaM-T=mo,"semenjak diperbaharui aplikasinya menurut saya semakin ribet penggunaannya,utk melihat sartifikat saja, kita harus masukan lagi data pribadi, masukan lagi nik kita dsb, ribet. beda dengan dulu sebelum diperbaharui, dulu kita bisa melihat status covid (zona) didesa kita, entah itu zona putih, zona hitam, zona biru, zona ungu, zona terlarang atau zona apalah terserah , sekarang?? lihat aja sendiri, begitu juga kl mau lihat sartifikat vaksin kita, ribet",1,168,4.0.9,2022-02-04 12:38:31,"Halo,

Sebagai alternatif, Anda dapat melakukan klaim sertifikat vaksin via website pedulilindungi.id (login menggunakan nomor HP yang Anda daftarkan ketika vaksinasi) atau layanan Whatsapp resmi vaksinasi covid-19 Kemenkes di nomor telepon +6281110500567. Jika masih terkendala kirimkan email ke sertifikat@pedulilindungi.id.

Terima kasih",2022-02-04 09:45:44
43b5d78e-7fb9-4929-b5ea-6735725e4574,Ulil uclik,https://play-lh.googleusercontent.com/a-/AFdZucpPxTKvhrraLaVVcSg81VmvNnpAgg0XM58eEQgrLg,"Seperti inikah Indonesia, Kenapa untuk sebuah versi saja PeduliLindungi harus Pilih kasih? Tolong Developer di perbaiki perasaannya, agar Aplikasi bisa di akses semua kalangan, tanpa membeda bedakan versi Os sebuah ponsel.",1,2,4.4.1,2022-04-19 02:31:53,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy
",2022-04-19 03:12:40
5f539882-97f1-43b4-9d11-b33f7fd950b9,Yosep Soba,https://play-lh.googleusercontent.com/a-/AFdZucpwP4lSbBrDF6VEkIY8Qbm2wHvrG0_kEf2OV8JqNg,"Aplikasix kurang bagus, baru brp bulan diperbaharui sd minta diperbaharui lagi, tapi setelah diperbaharui selalu eror dan susah unt masuk, check sertifikat sj tdk bisa..tlg aplikasix di perbaiki lagi agar lbh baik..🙏",2,1,4.1.16,2022-03-20 02:51:09,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy
",2022-03-20 09:23:47
f19ffbfc-d16b-4849-a8c2-0248a80e8c67,Frananda Putra Alfahrezy,https://play-lh.googleusercontent.com/a-/AFdZucry1bNGDtFHSaagKLaBbrem40Xvkpofp9cU_fRykw,Tambah tidak secure untuk apa mengaktifkan bluetooth terus terusan. Dan nothing we can do dengan sijejak ini. Malah gak bisa pake appsnya,2,0,4.1.1,2022-02-25 13:16:46,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy
",2022-02-26 08:30:09
